,evals,X,fX
0,0,"[-4.77515424 -0.19777184  4.50391655  9.2001405  -0.77466842  2.58372647
  6.81271475  8.56508837  4.32458015  4.47467022]",[76.87672942]
1,1,"[ 5.63560796  2.57321224  8.91283073  2.20448633 -3.05058467 -0.80929999
 -3.12825166  0.3022149   7.53692173 -0.87327269]",[50.96107445]
2,2,"[-0.49240082  9.06000124 -4.23896105  5.66422259  5.87479253 -2.3134965
  8.08856077  5.91267122  1.57433921  2.49338234]",[98.00546217]
3,3,"[ 7.54733621  6.75514912  2.29546621 -2.50943569  2.25032891  6.71400277
  2.21447565  1.99352351 -0.28358369  9.53633095]",[44.04695789]
4,4,"[ 3.58304294 -3.21293565 -1.74601517 -0.20820018  7.73636113  9.19778035
  0.68395388 -3.45579809 -3.18930947 -4.80479656]",[70.02376036]
5,5,"[ 6.70726557  0.93884879  8.87070652  7.24955237 -2.80100385  0.03605621
  9.4780686  -3.95764599  7.17664028  2.83546545]",[99.76692773]
6,6,"[-1.62795615  3.27858859  0.38326995 -0.77411964  0.83139252 -4.47866062
  0.82775755  8.39646902 -2.71101908  9.25846059]",[29.89375178]
7,7,"[9.94362976 9.91983398 1.12027337 4.04791383 2.62987095 7.10163285
 2.97245391 5.6047078  2.99967519 5.32402211]",[81.47602675]
8,8,"[ 1.81741438  6.84900682  6.18480832 -4.98102819  4.29798329  2.89507674
  4.86411048  2.22286503  6.34459337 -3.93756339]",[65.29911487]
9,9,"[-2.22257421 -2.83864364 -3.34422068  1.54289451  8.22877417  6.28864537
 -2.02760954 -1.77904288 -1.59574218  0.22013419]",[53.83414981]
10,10,"[ 4.77041476  1.9366151   7.35533655  2.12602043 -4.91067801  2.613345
  9.83748488  5.33537558 -3.12754027 -0.16456295]",[87.29676526]
11,11,"[ 3.8001375   9.20355716  6.47446278  5.00754823  9.72239394 -4.4443723
 -0.77605319  3.21235592  8.00036915  3.65840269]",[124.21050866]
12,12,"[ 0.58196759 -1.50464564 -4.30776217 -4.84269536  3.57616255  8.01767472
  5.17974019  7.81109645 -1.63031633  8.37081773]",[38.83205274]
13,13,"[ 7.70415116 -3.3105403  -1.39170486  8.53416185  6.84497765  5.11550112
 -2.13734273 -1.82838225  5.64641535  5.79939247]",[75.19664227]
14,14,"[-2.11474005  6.77555539  2.53271839  0.27845842  0.92771584  0.20950079
  3.86186792 -2.18331806  2.44530148 -3.02031731]",[22.98568354]
15,15,"[ 6.66610774  5.15244299 -4.49680938 -3.98846051 -3.2175556   7.11323554
 -0.07007444  5.8303192  -1.31361823 -0.72194672]",[48.39849175]
16,16,"[-1.41945511e+00  1.06398952e+00  5.75175962e+00  5.33607113e+00
  5.26169944e-01  1.59716696e+00  5.32179714e+00  2.36359758e-03
  4.20500389e+00  5.06600989e+00]",[42.91519076]
17,17,"[ 9.05810891 -4.26478431  8.09193197  2.7320911   5.22830678  0.63034451
 -2.42035617  9.50193068 -3.7211865   1.57038999]",[79.3518322]
18,18,"[ 2.91658931 -0.71553506  2.51742121 -0.04684532  3.8198246  -2.57525082
  7.3696499  -2.27761337  9.031202    7.95827559]",[62.81585287]
19,19,"[-2.81002103  8.42489176 -0.31690231  8.71547408  7.45446775  5.08594635
  2.30720422  1.1731753   3.17119753 -4.01958569]",[52.71329844]
20,20,"[ 3.72592124  0.20355754  3.493982   -4.5139873   3.5366173   8.24692697
  7.86006111  2.68558681  9.5724797   2.29950596]",[67.27027643]
21,21,"[ 4.2333063  -4.13816516 -1.1440672   6.09115431  0.86519781 -3.34955772
  4.76083758  0.10938964  1.44318104  4.18488728]",[33.49306934]
22,22,"[-0.0529768   5.12725696  5.35242319  1.22194734  5.43906346 -0.18156736
  0.9475356   7.06440967 -0.44975971 -3.53969866]",[45.28898779]
23,23,"[ 8.87542358  9.5595203  -3.50590127  8.7177435  -3.49233645  3.3893261
 -2.27919466 -4.03201696  6.17319102  8.96426785]",[112.99324906]
24,24,"[-3.8801365   3.410488    9.08516103 -0.52438019  8.71576753  6.84681829
  2.92051028  5.90467337 -3.85808033  0.34571347]",[89.74607853]
25,25,"[-0.15163404 -1.70589247 -3.02042524 -3.27865437  7.7102272  -3.2830184
  9.74578529 -4.81318191 -4.35361932  7.69509859]",[94.37722343]
26,26,"[ 3.66896751  4.17283542  5.96650319  9.52071704 -0.04282558  6.42321386
  4.86328228  3.57615661  7.30529655 -2.01652501]",[95.91879842]
27,27,"[-2.56946396 -4.95302153 -1.22949375  3.58397     4.65385955  7.55579885
  1.13852211 -1.70944873  5.45226403  4.13479209]",[36.46304709]
28,28,"[ 6.68207716  8.18615483  1.7419076   0.46693881 -2.3744677   3.00320292
 -2.41045897  7.10028058  1.31476439  1.68617136]",[32.94276895]
29,29,"[ 9.31096068  1.36213325  8.04162222  6.14350327  2.97103016  0.32647771
 -1.85197353  6.95272581  0.76182051 -1.24593585]",[37.54367794]
30,30,"[ 6.65637372  5.38760996  1.58025692  3.5081707   3.69287076 -2.98413078
  0.41616556  7.05705664  2.86187046 -2.5789384 ]",[32.97712688]
31,31,"[-4.14242967  7.46611493 -2.32862648  0.34701954  5.07465414  8.73301162
 -4.31624752  4.9939427   6.05979785  9.28355667]",[74.9391359]
32,32,"[ 0.63885531 -0.02330281  0.39827893  4.56867063 -2.84270452  3.9425789
  3.72633478  0.35286246  0.67899709  5.36524872]",[15.29412249]
33,33,"[ 7.9531871   2.91659344  8.75646198  7.12107429 -1.19028266  5.75335205
  4.19469808 -4.81174456  8.12912686 -1.63647858]",[63.51486335]
