,evals,X,fX
0,0,"[ 2.55445765 -2.40493924  3.48744072  6.48881008  4.81914992 -1.8222704
  6.01158412 -3.22080345  9.01496229  2.23536364]",[91.72129349]
1,1,"[-1.40734731  1.86888892  4.42636041 -2.65005658 -3.76238348  1.10251393
 -3.12791004  2.98190719  4.89548588 -3.66159648]",[34.07482215]
2,2,"[ 7.66637364  7.22009252 -0.59228442 -1.71148322  0.7101105  -4.6415286
  2.57439813 -1.74913099  0.750584    9.73134515]",[29.21765068]
3,3,"[-4.10320966  5.75316736  8.69773608  2.84181495  3.86960697  4.78293694
 -1.30695373  5.60034547  3.84981442  5.47917878]",[63.80342145]
4,4,"[ 5.62180153  0.29645531 -4.86396281  7.41989836  9.37721076  7.08940407
  9.64937643  8.62236457 -3.65605946  0.67640762]",[137.87347334]
5,5,"[ 3.28876022  9.31478499  7.90408149  3.31821744 -1.54121053  5.73590179
  4.02702399  9.12712757 -0.58807758  9.29377771]",[110.20022536]
6,6,"[-3.59782195  1.80700315  6.49507777 -3.34602518  7.21024449 -3.58257489
  9.22829449  4.57586823 -3.60706549 -4.30891157]",[84.73865715]
7,7,"[-0.47525739  4.62570493  1.14791273  5.55658563  4.51683506  2.18893986
  1.32209591 -3.47056917  4.3064057   4.8661535 ]",[32.05674119]
8,8,"[ 4.69527539 -2.09699621 -1.16504349 -1.29913243 -4.72533067 -0.28980002
 -3.74622038  2.10352972  9.43898491  1.86928001]",[66.00106938]
9,9,"[ 9.1521748  -0.16115572 -3.71927052  9.25561891  2.2834379   8.28514722
 -0.91428667 -1.53998457  3.81157097  0.74922962]",[60.02366753]
10,10,"[ 2.14042352  2.65284466  6.23600329 -2.99230132 -4.20524133  7.1990045
 -0.88974741  2.88915252  7.63052203  0.25826666]",[38.85783578]
11,11,"[ 4.19960944  7.7809453   9.41426369 -1.41969715 -0.08161736 -3.42598907
  9.77442391 -1.21010969  1.19788327  6.20519789]",[115.71165147]
12,12,"[ 0.31653409  6.72344756  3.79591621  1.04185472  1.70308626  2.85033507
 -2.15295104  9.85052836 -3.33004044 -2.25318095]",[82.42391982]
13,13,"[ 8.92469863 -3.82997686 -0.542028    5.81293145  8.64864376  0.77854428
  3.75620031  5.18462684  6.88978759  7.521867  ]",[63.94240592]
14,14,"[-4.62101144 -1.59476253 -3.4830135   7.06457442  6.84391063  6.48134641
  4.04505694 -4.47141123 -1.00380928  1.39299053]",[47.84602676]
15,15,"[-2.96279349  0.75580533 -1.99879393  9.93027745  2.12974094  0.92135062
  8.8141483   3.48653742 -0.27586549  8.88422859]",[90.46308663]
16,16,"[ 7.85672885  5.76050002  9.25006529  0.57494151  0.26524657 -2.90582825
  6.59343829 -4.03195701  6.01236637  2.35262181]",[98.35513142]
17,17,"[ 2.14630826  8.23243405  5.20443875 -4.04784816 -3.1342419   2.29074181
  0.92140623  6.03340267  1.59570967 -3.71989697]",[49.0708258]
18,18,"[-0.96996128  3.39291641  3.63999487  3.71152587  8.98815944  4.81062479
 -4.2428999   9.56469383 -3.41685606  0.40648325]",[97.85188012]
19,19,"[ 5.71746555 -2.80057242 -3.44296512  6.31265173  5.70657397  8.39712964
  2.02806672 -1.79537195  8.13377254  4.23887823]",[70.68915873]
20,20,"[-1.83362203 -1.52726112  2.8153097   4.95767138 -2.32844864  9.37112057
  4.65249766  7.60062699  6.04132019  1.4686505 ]",[89.00426696]
21,21,"[ 5.53108296  9.96419405 -1.5659243  -4.85509997  3.69719201 -2.85401126
  7.93098351 -3.8211792   1.24235119 -3.94363606]",[82.30196032]
22,22,"[ 7.00303986  5.87389144  7.60081423  8.87533478  7.96435549  4.1419547
  3.17009426  6.277756   -0.78108708  6.11300508]",[73.81246762]
23,23,"[ 2.75607764  3.90869353  4.91163529 -1.05873386  4.67938485  3.01700369
 -2.66323327 -0.4620149   8.84579481 -1.86301648]",[51.8729968]
24,24,"[-3.66170148 -2.09596204 -3.92131907  2.66209645 -0.76593676  0.89813968
 -1.39082646  3.97847971 -3.02240011  9.42723172]",[28.36603639]
25,25,"[ 8.14304837  0.24957493 -0.46657557  2.62285541  0.87830296  0.41188267
  1.0969692   3.12816175  8.39500444  6.84264682]",[16.98108588]
26,26,"[-4.3357018   1.80121606  7.24442189  5.28585649  1.32705629  8.90136028
 -2.59111029  6.09040149 -2.70136586 -3.97263764]",[83.50860092]
27,27,"[ 3.53755445  8.28630632 -2.52797039 -3.12051152  7.43026915  1.2351607
 -1.94500207 -1.79982501  5.37575144 -1.65997423]",[53.42741506]
28,28,"[-1.91664995  6.26458444  5.18455144  0.24081549  5.35721448 -3.64973976
  8.43421752 -3.57798822  0.40949003  2.20717756]",[61.5516298]
29,29,"[ 6.71405848 -4.88881686  3.32162303  7.37692414 -3.1444593   4.03109278
  5.61588185  7.00905387  3.85358136  9.7162061 ]",[53.71614003]
30,30,"[-4.62715989  3.76305358  7.13450978 -4.31418555  6.52745903 -4.08328516
  5.45296467  5.95016075 -1.56817147  1.91739473]",[59.58158555]
31,31,"[ 3.6607614  -2.33947422 -0.45435002  4.80126266  0.64103042 -0.50605007
 -0.99968222  9.68408984  1.61344913  6.45881398]",[70.68174739]
32,32,"[ 0.51651356  5.56838809 -4.51418632  9.84693106 -4.82165277  9.65949846
  8.72303267  2.13654069  8.92271577 -1.616579  ]",[180.73137265]
33,33,"[ 5.22010861  8.06923027  1.45346812  3.56941919  7.30602294  6.85936302
  1.50044144 -0.68178668 -4.51875083  9.63781529]",[32.82299061]
34,34,"[ 8.43535104 -0.80253981  4.82641055 -1.84507629  1.41614387  3.33591521
 -4.46583995 -3.2496844   6.78437147 -4.67700837]",[36.06581111]
35,35,"[-1.3720027   2.75584663 -3.68063579 -3.15933748  1.9599143   7.33569928
 -4.06095609  3.98181366  4.49732253  5.38876026]",[26.67846297]
36,36,"[ 8.90655148 -4.8887361   7.75982282  0.61063798  7.41889375  1.05421286
  9.06914184 -2.38676668 -3.93347517 -3.80960267]",[61.84516907]
37,37,"[ 3.58873516  9.79677152 -0.64772331  9.92497394  6.09381136  0.26083144
  5.73332308  7.40381845  0.4230971  -1.68599416]",[144.81003426]
38,38,"[-3.99346611 -0.3069067   2.86776574  5.37430285 -2.56143426  4.74478367
  2.26829719  0.41683397  2.64436915  7.74257967]",[35.01508847]
39,39,"[ 4.03231537  4.74076146  4.74960899  2.84729007 -1.2141995  -3.42717229
 -0.85923421  4.10826907  9.53081948  2.34989914]",[70.84014121]
40,40,"[-4.79609409  5.12764964  6.31850329 -0.77860809  3.80486387  2.59803182
  8.33923105 -4.0135422  -3.96780443  4.14239187]",[44.92235405]
41,41,"[ 2.34582255  9.70969332  9.6442855  -2.56113275  6.88068286  7.91965188
  0.78480086  4.13478346  5.08039799 -4.77194725]",[139.02296842]
42,42,"[ 0.77627851 -0.98592986  3.3729405   3.2473671  -0.60250866 -4.75302172
 -4.400105   -1.77149233  0.67739155  9.16291407]",[18.50997234]
43,43,"[ 8.34306168  2.72934591 -4.3956      9.16155373 -2.45796791  5.70566265
  5.81932533  9.70081885  9.67994903  2.8011395 ]",[184.62233615]
44,44,"[ 6.35207448 -2.63499023  0.94227633  6.05968954  9.75984168 -1.79181212
  2.59437497  2.75229948  2.1598976  -1.21621891]",[86.55049623]
45,45,"[ 4.82675167  7.18552022  6.11465293  5.07458249  6.16971168 -3.41907625
  1.28482619  8.06936158 -2.27004946 -4.46400086]",[69.91850284]
46,46,"[-4.42271736  1.60392163 -1.63353778  8.88901424 -2.1501349   1.12028611
 -3.60730096  4.20910859  8.78153193 -0.20425862]",[70.50070524]
47,47,"[ 8.05136265 -1.21402406  1.93997084  3.71473027  2.2149637   9.11910268
 -0.34838227  2.35041382 -0.6110107   7.30989889]",[45.14714641]
48,48,"[ 3.85009514  4.37648826 -4.60635825 -1.51871783  0.61024514  0.96130494
  6.81654805 -3.85389332  2.44674222  3.009664  ]",[25.01116217]
49,49,"[ 0.43839315 -2.24588278  7.2629788  -4.61445973  9.20639122  6.88861344
  8.70139408  0.841646    6.57077234  6.11049795]",[104.98733226]
50,50,"[ 9.81799384  4.65430055 -3.3145043   1.40246057  6.1264519  -1.54035975
 -4.99236038 -1.95798933  7.65283331  0.71453734]",[48.57104738]
51,51,"[ 1.18981443 -1.12310272  7.43507864 -0.04536461 -1.56887998  1.93290299
  0.86434492  3.75251457  6.54564192  8.57581532]",[29.0498719]
52,52,"[-1.70967793 -4.56102567  2.24531043 -3.42538348  1.84611088 -4.21334474
  5.37093439  8.18800964  0.18987248  1.0180226 ]",[32.26170741]
53,53,"[ 5.84115902  1.09358978  4.18813055  4.77283668 -3.22433303  4.26462009
  3.58312943  4.21739467 -4.01365664 -2.56829073]",[21.73491034]
54,54,"[-2.20055419  7.74098006 -0.33633318  8.68143854  8.43174293  8.34949456
  9.8075905  -3.82977987  1.14062741  4.76712468]",[105.24692577]
55,55,"[ 5.49186756  7.48453231 -3.97267808  7.78564121  6.53358083  3.40099674
 -3.72008253  8.82104638 -4.56360317  5.52883988]",[58.49558268]
56,56,"[-4.10915874  6.57895286  0.01479514 -0.09957796  7.3742539  -3.58823636
  9.95971834  3.84489752  5.93525692  7.45517461]",[98.02596971]
57,57,"[-0.08261945 -3.30301366  2.40599751  5.28411241  2.79780927  9.54990967
  3.25336312 -3.26191838  3.77411254 -1.80578005]",[79.12046056]
58,58,"[ 9.97403953  1.15898363  7.59848664  2.26825798 -4.67747337  5.87101123
 -1.85602231 -1.14612836 -1.81688996  3.11055799]",[36.17897467]
59,59,"[ 3.0053685  -0.86425822  4.56458278 -2.75898551 -0.97886213  0.3859035
  5.46370282  5.57700833  7.08547255 -3.06730394]",[51.05868708]
60,60,"[-4.24138404  4.99080584 -1.69804476 -3.06461173  0.47593173  8.06573422
  7.64928418 -0.57351069 -4.32937067  5.10208777]",[32.00093026]
61,61,"[ 3.21699721  8.38222737  1.21389883  5.00544548 -3.16980474  6.10726892
 -2.39057873  4.01653247  7.89612058  0.24742788]",[56.98365696]
62,62,"[ 9.58994818  0.69009881 -3.80241812  8.31473622  2.16107022 -4.32475436
 -1.55696053 -4.99223754  0.29865603  9.93873162]",[38.20882377]
63,63,"[ 6.47809974  1.55720498  6.28751709  1.56761997  8.02067969 -0.17421609
  3.06938597  8.16429227  4.80819259  3.83277691]",[36.85448547]
